
NewRunAt  09/28/2020 11:21:07
,Time,RandomCTR;LinUCBCTR;LinUCBaccesses;LinUCBclicks;
data,1241161200,0.0315;0.0526315789474;95.0;5.0
data,1241161200,0.03225;0.0432692307692;208.0;9.0
data,1241161200,0.0326666666667;0.0414012738854;314.0;13.0
data,1241161200,0.032125;0.0409638554217;415.0;17.0
data,1241161500,0.031;0.037037037037;513.0;19.0
